0,0,0,0,0,0,0
-0.5237,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.5237,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.5237,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.5237,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.5237,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.52371,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.52371,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.52371,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.52372,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.52372,4.7125,-10.996,4.7124,-1.5708,2.6179,0
-0.52373,4.7125,-10.996,4.7124,-1.5708,2.6178,0
-0.52373,4.7125,-10.996,4.7124,-1.5708,2.6178,0
-0.52374,4.7125,-10.996,4.7124,-1.5708,2.6178,0
-0.52375,4.7125,-10.996,4.7123,-1.5708,2.6178,0
-0.52376,4.7125,-10.996,4.7123,-1.5707,2.6178,0
-0.52378,4.7125,-10.996,4.7123,-1.5707,2.6178,0
-0.52379,4.7125,-10.996,4.7123,-1.5707,2.6177,0
-0.52381,4.7124,-10.996,4.7123,-1.5707,2.6177,0
-0.52383,4.7124,-10.996,4.7123,-1.5707,2.6177,0
-0.52385,4.7124,-10.996,4.7123,-1.5707,2.6176,0
-0.52387,4.7124,-10.995,4.7122,-1.5706,2.6176,0
-0.5239,4.7124,-10.995,4.7122,-1.5706,2.6176,0
-0.52393,4.7124,-10.995,4.7122,-1.5706,2.6175,0
-0.52396,4.7123,-10.995,4.7122,-1.5706,2.6175,0
-0.52399,4.7123,-10.995,4.7121,-1.5705,2.6174,0
-0.52402,4.7123,-10.995,4.7121,-1.5705,2.6174,0
-0.52406,4.7123,-10.995,4.7121,-1.5705,2.6173,0
-0.5241,4.7122,-10.995,4.712,-1.5704,2.6172,0
-0.52415,4.7122,-10.995,4.712,-1.5704,2.6172,0
-0.52419,4.7122,-10.995,4.7119,-1.5704,2.6171,0
-0.52424,4.7122,-10.995,4.7119,-1.5703,2.617,0
-0.52429,4.7121,-10.995,4.7118,-1.5703,2.6169,0
-0.52435,4.7121,-10.995,4.7118,-1.5702,2.6168,0
-0.52441,4.712,-10.995,4.7117,-1.5702,2.6167,0
-0.52447,4.712,-10.995,4.7117,-1.5701,2.6166,0
-0.52454,4.7119,-10.995,4.7116,-1.5701,2.6165,0
-0.52461,4.7119,-10.994,4.7116,-1.57,2.6164,0
-0.52468,4.7118,-10.994,4.7115,-1.5699,2.6163,0
-0.52476,4.7118,-10.994,4.7114,-1.5699,2.6162,0
-0.52484,4.7117,-10.994,4.7113,-1.5698,2.616,0
-0.52493,4.7117,-10.994,4.7113,-1.5697,2.6159,0
-0.52502,4.7116,-10.994,4.7112,-1.5696,2.6157,0
-0.52511,4.7116,-10.994,4.7111,-1.5696,2.6156,0
-0.52521,4.7115,-10.994,4.711,-1.5695,2.6154,0
-0.52532,4.7114,-10.993,4.7109,-1.5694,2.6152,0
-0.52542,4.7113,-10.993,4.7108,-1.5693,2.6151,0
-0.52554,4.7113,-10.993,4.7107,-1.5692,2.6149,0
-0.52565,4.7112,-10.993,4.7106,-1.5691,2.6147,0
-0.52577,4.7111,-10.993,4.7105,-1.569,2.6145,0
-0.5259,4.7111,-10.993,4.7104,-1.5689,2.6143,0
-0.52603,4.711,-10.993,4.7103,-1.5688,2.6141,0
-0.52617,4.7109,-10.992,4.7101,-1.5686,2.6139,0
-0.52631,4.7108,-10.992,4.71,-1.5685,2.6136,0
-0.52645,4.7107,-10.992,4.7099,-1.5684,2.6134,0
-0.52661,4.7106,-10.992,4.7097,-1.5683,2.6131,0
-0.52676,4.7105,-10.992,4.7096,-1.5681,2.6129,0
-0.52692,4.7104,-10.991,4.7094,-1.568,2.6126,0
-0.52709,4.7103,-10.991,4.7093,-1.5678,2.6123,0
-0.52726,4.7102,-10.991,4.7091,-1.5677,2.6121,0
-0.52744,4.7101,-10.991,4.709,-1.5675,2.6118,0
-0.52763,4.71,-10.99,4.7088,-1.5674,2.6115,0
-0.52782,4.7099,-10.99,4.7086,-1.5672,2.6111,0
-0.52801,4.7098,-10.99,4.7085,-1.567,2.6108,0
-0.52821,4.7097,-10.99,4.7083,-1.5669,2.6105,0
-0.52842,4.7096,-10.989,4.7081,-1.5667,2.6102,0
-0.52864,4.7094,-10.989,4.7079,-1.5665,2.6098,0
-0.52886,4.7093,-10.989,4.7077,-1.5663,2.6094,0
-0.52908,4.7092,-10.989,4.7075,-1.5661,2.6091,0
-0.52931,4.709,-10.988,4.7073,-1.5659,2.6087,0
-0.52955,4.7089,-10.988,4.7071,-1.5657,2.6083,0
-0.5298,4.7087,-10.988,4.7068,-1.5655,2.6079,0
-0.53005,4.7086,-10.987,4.7066,-1.5653,2.6075,0
-0.53031,4.7084,-10.987,4.7064,-1.565,2.6071,0
-0.53057,4.7083,-10.987,4.7061,-1.5648,2.6066,0
-0.53085,4.7081,-10.986,4.7059,-1.5646,2.6062,0
-0.53112,4.7079,-10.986,4.7056,-1.5643,2.6057,0
-0.53141,4.7078,-10.986,4.7054,-1.5641,2.6053,0
-0.5317,4.7076,-10.985,4.7051,-1.5638,2.6048,0
-0.53189,4.7072,-10.985,4.7052,-1.5635,2.6044,0
-0.53219,4.707,-10.985,4.7049,-1.5633,2.6039,0
-0.53251,4.7069,-10.984,4.7046,-1.563,2.6034,0
-0.53283,4.7067,-10.984,4.7043,-1.5627,2.6029,0
-0.53316,4.7065,-10.983,4.704,-1.5624,2.6023,0
-0.53349,4.7063,-10.983,4.7037,-1.5621,2.6018,0
-0.53383,4.7061,-10.983,4.7034,-1.5618,2.6012,0
-0.53418,4.7059,-10.982,4.7031,-1.5615,2.6007,0
-0.53454,4.7057,-10.982,4.7028,-1.5612,2.6001,0
-0.53491,4.7055,-10.981,4.7025,-1.5609,2.5995,0
-0.53528,4.7052,-10.981,4.7021,-1.5606,2.5989,0
-0.53566,4.705,-10.98,4.7018,-1.5603,2.5983,0
-0.53605,4.7048,-10.98,4.7015,-1.5599,2.5976,0
-0.53645,4.7046,-10.979,4.7011,-1.5596,2.597,0
-0.53685,4.7043,-10.979,4.7008,-1.5592,2.5963,0
-0.53726,4.7041,-10.978,4.7004,-1.5589,2.5956,0
-0.53768,4.7038,-10.978,4.7,-1.5585,2.595,0
-0.53811,4.7036,-10.977,4.6996,-1.5581,2.5943,0
-0.53855,4.7033,-10.977,4.6993,-1.5577,2.5935,0
-0.53899,4.7031,-10.976,4.6989,-1.5573,2.5928,0
-0.53932,4.7026,-10.976,4.6987,-1.5569,2.5922,0
-0.53978,4.7023,-10.975,4.6983,-1.5565,2.5915,0
-0.54025,4.702,-10.974,4.6979,-1.5561,2.5907,0
-0.54073,4.7017,-10.974,4.6975,-1.5557,2.5899,0
-0.54122,4.7015,-10.973,4.6971,-1.5553,2.5891,0
-0.54172,4.7012,-10.973,4.6967,-1.5549,2.5883,0
-0.54222,4.7009,-10.972,4.6962,-1.5544,2.5875,0
-0.54273,4.7006,-10.971,4.6958,-1.554,2.5867,0
-0.54325,4.7003,-10.971,4.6953,-1.5535,2.5858,0
-0.54378,4.7,-10.97,4.6949,-1.5531,2.5849,0
-0.54432,4.6997,-10.969,4.6944,-1.5526,2.5841,0
-0.54487,4.6994,-10.969,4.6939,-1.5521,2.5832,0
-0.54543,4.6991,-10.968,4.6935,-1.5516,2.5823,0
-0.54599,4.6987,-10.967,4.693,-1.5511,2.5813,0
-0.54657,4.6984,-10.966,4.6925,-1.5506,2.5804,0
-0.54701,4.6979,-10.966,4.6923,-1.5501,2.5796,0
-0.5476,4.6975,-10.965,4.6918,-1.5496,2.5786,0
-0.5482,4.6972,-10.964,4.6913,-1.5491,2.5777,0
-0.54882,4.6968,-10.964,4.6907,-1.5485,2.5767,0
-0.54944,4.6965,-10.963,4.6902,-1.548,2.5757,0
-0.55007,4.6961,-10.962,4.6897,-1.5474,2.5746,0
-0.55071,4.6958,-10.961,4.6892,-1.5469,2.5736,0
-0.55136,4.6954,-10.96,4.6886,-1.5463,2.5725,0
-0.55202,4.695,-10.96,4.6881,-1.5457,2.5715,0
-0.55269,4.6947,-10.959,4.6875,-1.5451,2.5704,0
-0.55337,4.6943,-10.958,4.6869,-1.5446,2.5693,0
-0.55406,4.6939,-10.957,4.6864,-1.544,2.5682,0
-0.55475,4.6935,-10.956,4.6858,-1.5433,2.567,0
-0.55528,4.693,-10.956,4.6855,-1.5427,2.5661,0
