0,0,1,-1,0,0,0,-1,0,323.6,-335.6,237,0
1.5229e-06,1.5229e-06,1,-1,1.5229e-06,1.5229e-06,-1.5229e-06,-1,1.5229e-06,323.6,-335.6,237,0
1.2091e-05,1.2091e-05,1,-1,1.2091e-05,1.2091e-05,-1.2091e-05,-1,1.2091e-05,323.6,-335.6,237,0
4.0498e-05,4.0497e-05,1,-1,4.0498e-05,4.0497e-05,-4.0497e-05,-1,4.0498e-05,323.6,-335.61,236.99,0
9.5269e-05,9.526e-05,1,-1,9.5269e-05,9.526e-05,-9.526e-05,-1,9.5269e-05,323.6,-335.61,236.98,0
0.00018466,0.00018463,1,-1,0.00018466,0.00018463,-0.00018463,-1,0.00018466,323.6,-335.62,236.97,0
0.00031667,0.00031657,1,-1,0.00031667,0.00031657,-0.00031657,-1,0.00031667,323.59,-335.64,236.94,0
0.00049904,0.0004988,1,-1,0.00049904,0.0004988,-0.0004988,-1,0.00049904,323.59,-335.66,236.91,0
0.00073927,0.00073873,1,-1,0.00073927,0.00073873,-0.00073873,-1,0.00073927,323.58,-335.69,236.86,0
0.0010446,0.0010435,1,-1,0.0010446,0.0010435,-0.0010435,-1,0.0010446,323.58,-335.73,236.81,0
0.0014221,0.0014201,1,-1,0.0014221,0.0014201,-0.0014201,-1,0.0014221,323.57,-335.78,236.74,0
0.0018785,0.0018749,1,-1,0.0018785,0.0018749,-0.0018749,-1,0.0018785,323.56,-335.84,236.65,0
0.0024203,0.0024145,0.99999,-0.99999,0.0024203,0.0024145,-0.0024145,-0.99999,0.0024203,323.55,-335.91,236.55,0
0.003054,0.0030447,0.99999,-0.99999,0.003054,0.0030447,-0.0030447,-0.99999,0.003054,323.53,-335.99,236.44,0
0.0037857,0.0037714,0.99999,-0.99999,0.0037857,0.0037714,-0.0037714,-0.99999,0.0037857,323.52,-336.08,236.3,0
0.0046213,0.0046001,0.99998,-0.99998,0.0046213,0.0046001,-0.0046001,-0.99998,0.0046213,323.5,-336.19,236.15,0
0.0055666,0.0055358,0.99997,-0.99997,0.0055666,0.0055358,-0.0055358,-0.99997,0.0055666,323.48,-336.31,235.97,0
0.0066272,0.0065836,0.99996,-0.99996,0.0066272,0.0065836,-0.0065836,-0.99996,0.0066272,323.46,-336.44,235.77,0
0.0078084,0.0077479,0.99994,-0.99994,0.0078084,0.0077479,-0.0077479,-0.99994,0.0078084,323.43,-336.59,235.56,0
0.0091155,0.0090332,0.99992,-0.99992,0.0091155,0.0090332,-0.0090332,-0.99992,0.0091155,323.4,-336.76,235.32,0
0.010554,0.010443,0.99989,-0.99989,0.010554,0.010443,-0.010443,-0.99989,0.010554,323.38,-336.94,235.05,0
0.012127,0.011982,0.99985,-0.99985,0.012127,0.011982,-0.011982,-0.99985,0.012127,323.35,-337.14,234.76,0
0.013842,0.013653,0.99981,-0.99981,0.013842,0.013653,-0.013653,-0.99981,0.013842,323.31,-337.35,234.44,0
0.015702,0.015459,0.99976,-0.99976,0.015702,0.015459,-0.015459,-0.99976,0.015702,323.28,-337.58,234.1,0
0.017711,0.017403,0.99969,-0.99969,0.017711,0.017403,-0.017403,-0.99969,0.017711,323.24,-337.83,233.73,0
0.019874,0.019487,0.99961,-0.99961,0.019874,0.019487,-0.019487,-0.99961,0.019874,323.21,-338.1,233.33,0
0.022195,0.021713,0.99952,-0.99952,0.022195,0.021713,-0.021713,-0.99952,0.022195,323.17,-338.38,232.9,0
0.024679,0.024084,0.99941,-0.99941,0.024679,0.024084,-0.024084,-0.99941,0.024679,323.13,-338.68,232.44,0
0.027328,0.026601,0.99927,-0.99927,0.027328,0.026601,-0.026601,-0.99927,0.027328,323.09,-339,231.96,0
0.030147,0.029264,0.99912,-0.99912,0.030147,0.029264,-0.029264,-0.99912,0.030147,323.06,-339.34,231.44,0
0.03314,0.032076,0.99894,-0.99894,0.03314,0.032076,-0.032076,-0.99894,0.03314,323.02,-339.7,230.89,0
0.03631,0.035036,0.99873,-0.99873,0.03631,0.035036,-0.035036,-0.99873,0.03631,322.98,-340.08,230.3,0
0.03966,0.038145,0.99848,-0.99848,0.03966,0.038145,-0.038145,-0.99848,0.03966,322.94,-340.47,229.69,0
0.043193,0.041402,0.99821,-0.99821,0.043193,0.041402,-0.041402,-0.99821,0.043193,322.91,-340.89,229.04,0
0.046913,0.044807,0.99789,-0.99789,0.046913,0.044807,-0.044807,-0.99789,0.046913,322.87,-341.32,228.36,0
0.050823,0.048359,0.99754,-0.99754,0.050823,0.048359,-0.048359,-0.99754,0.050823,322.84,-341.77,227.64,0
0.054925,0.052058,0.99713,-0.99713,0.054925,0.052058,-0.052058,-0.99713,0.054925,322.82,-342.23,226.89,0
0.059223,0.055901,0.99668,-0.99668,0.059223,0.055901,-0.055901,-0.99668,0.059223,322.79,-342.72,226.1,0
0.063718,0.059887,0.99617,-0.99617,0.063718,0.059887,-0.059887,-0.99617,0.063718,322.78,-343.22,225.27,0
0.068413,0.064014,0.9956,-0.9956,0.068413,0.064014,-0.064014,-0.9956,0.068413,322.76,-343.74,224.41,0
0.073311,0.06828,0.99497,-0.99497,0.073311,0.06828,-0.06828,-0.99497,0.073311,322.76,-344.28,223.52,0
0.078412,0.07268,0.99427,-0.99427,0.078412,0.07268,-0.07268,-0.99427,0.078412,322.76,-344.83,222.59,0
0.08372,0.077213,0.99349,-0.99349,0.08372,0.077213,-0.077213,-0.99349,0.08372,322.76,-345.4,221.62,0
0.089236,0.081875,0.99264,-0.99264,0.089236,0.081875,-0.081875,-0.99264,0.089236,322.78,-345.98,220.61,0
0.094961,0.086663,0.9917,-0.9917,0.094961,0.086663,-0.086663,-0.9917,0.094961,322.8,-346.58,219.56,0
0.1009,0.091571,0.99067,-0.99067,0.1009,0.091571,-0.091571,-0.99067,0.1009,322.84,-347.19,218.48,0
0.10704,0.096595,0.98955,-0.98955,0.10704,0.096595,-0.096595,-0.98955,0.10704,322.88,-347.81,217.36,0
0.1134,0.10173,0.98833,-0.98833,0.1134,0.10173,-0.10173,-0.98833,0.1134,322.94,-348.45,216.2,0
0.11998,0.10697,0.987,-0.987,0.11998,0.10697,-0.10697,-0.987,0.11998,323.01,-349.1,215,0
0.12677,0.11232,0.98555,-0.98555,0.12677,0.11232,-0.11232,-0.98555,0.12677,323.09,-349.76,213.77,0
0.13377,0.11776,0.98399,-0.98399,0.13377,0.11776,-0.11776,-0.98399,0.13377,323.19,-350.43,212.5,0
0.14098,0.12329,0.98231,-0.98231,0.14098,0.12329,-0.12329,-0.98231,0.14098,323.3,-351.1,211.19,0
0.14841,0.1289,0.98049,-0.98049,0.14841,0.1289,-0.1289,-0.98049,0.14841,323.43,-351.79,209.84,0
0.15605,0.13459,0.97854,-0.97854,0.15605,0.13459,-0.13459,-0.97854,0.15605,323.58,-352.48,208.45,0
0.1639,0.14035,0.97644,-0.97644,0.1639,0.14035,-0.14035,-0.97644,0.1639,323.75,-353.18,207.03,0
0.17197,0.14617,0.9742,-0.9742,0.17197,0.14617,-0.14617,-0.9742,0.17197,323.93,-353.88,205.57,0
0.18024,0.15204,0.9718,-0.9718,0.18024,0.15204,-0.15204,-0.9718,0.18024,324.14,-354.59,204.07,0
0.18872,0.15796,0.96924,-0.96924,0.18872,0.15796,-0.15796,-0.96924,0.18872,324.36,-355.3,202.53,0
0.19741,0.16393,0.96652,-0.96652,0.19741,0.16393,-0.16393,-0.96652,0.19741,324.61,-356.01,200.96,0
0.2063,0.16992,0.96362,-0.96362,0.2063,0.16992,-0.16992,-0.96362,0.2063,324.88,-356.72,199.36,0
0.21539,0.17594,0.96055,-0.96055,0.21539,0.17594,-0.17594,-0.96055,0.21539,325.18,-357.43,197.71,0
0.22467,0.18197,0.95729,-0.95729,0.22467,0.18197,-0.18197,-0.95729,0.22467,325.5,-358.13,196.04,0
0.23415,0.188,0.95385,-0.95385,0.23415,0.188,-0.188,-0.95385,0.23415,325.85,-358.83,194.33,0
0.24382,0.19404,0.95021,-0.95021,0.24382,0.19404,-0.19404,-0.95021,0.24382,326.22,-359.53,192.58,0
